,Unnamed: 0,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,filing_date,costsandexpenses,cash,notespayable,preferredstockvalue,depreciation,operatingexpenses,revenues,land,accountsreceivablenet,deferredrevenue,grossprofit,sharesissued,accruedincometaxes,sharesoutstanding,borrowedfunds,inventorygross,commercialpaper,dividends,commonstocknoparvalue,costofservices,debtcurrent,accruedinsurancecurrent,officerscompensation,intangibleassetscurrent,salariesandwages,interestanddebtexpense,convertibledebt,assetmanagementcosts,accountsreceivablegross,directoperatingcosts,operatingcycle,stock,price
952,952,18870526.0,27551000.0,2889000.0,188000.0,4693000.0,42397000.0,27206000.0,-0.22,-11328000.0,-12694000.0,2609000.0,2013-11-12,,22676000.0,,,317000.0,18662000.0,19980000.0,,750000.0,,1488000.0,4285714.0,,18871000.0,,,,1490000.0,,120000.0,153000.0,,185000.0,,,,,,,,,ACFN,
953,953,18870526.0,33319000.0,2154000.0,188000.0,4693000.0,53996000.0,39127000.0,-0.18,-12149000.0,-7465000.0,1770000.0,2013-08-07,,22676000.0,,,317000.0,6089000.0,19980000.0,,750000.0,,2686000.0,4285714.0,,18871000.0,,,,1490000.0,,127000.0,153000.0,,185000.0,,,,,,,,,ACFN,
954,954,18870526.0,46193000.0,2631000.0,188000.0,4693000.0,60345000.0,51659000.0,-0.18,-11328000.0,-4445000.0,613000.0,2013-05-09,,22676000.0,,,317000.0,7257000.0,19980000.0,,750000.0,,2125000.0,4285714.0,,18871000.0,,,,1490000.0,,103000.0,153000.0,,185000.0,,,,,,,,,ACFN,
955,955,18870526.0,72273000.0,2052000.0,183000.0,4693000.0,85805000.0,69651000.0,-0.13,-3204000.0,-4445000.0,2996000.0,2013-03-18,,22676000.0,,,429000.0,12571000.0,19980000.0,,750000.0,,1807000.0,4285714.0,,13249000.0,,,,1490000.0,,418000.0,153000.0,,185000.0,,,,,,,,,ACFN,
985,985,168255572.0,,,561000.0,12647884000.0,18930823000.0,325000000.0,1.36,31916000.0,200830000.0,,2013-11-08,,,,325000000.0,,,2603079000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACGL,
986,986,169245371.0,,,561000.0,12647884000.0,18917683000.0,153923000.0,2.68,52617000.0,200830000.0,,2013-08-09,,,,325000000.0,,,1657476000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACGL,
987,987,168419936.0,,,561000.0,12647884000.0,18757061000.0,325000000.0,1.18,38701000.0,200830000.0,,2013-05-10,,,,325000000.0,,,890141000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACGL,
988,988,168255572.0,,,549000.0,414109000.0,5006183000.0,325000000.0,0.14,842672000.0,200830000.0,,2013-03-01,,,,325000000.0,,52254000.0,97000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACGL,
1021,1021,49887300.0,138063000.0,18048000.0,499000.0,75355000.0,925245000.0,849890000.0,0.29,20402000.0,-50840000.0,,2013-10-30,,,,,7400000.0,142636000.0,,58947000.0,,,,50071000.0,,,,,,,,,,4239000.0,,,,,,,,,,ACHC,
1022,1022,49887300.0,138063000.0,18048000.0,499000.0,75355000.0,925245000.0,849890000.0,0.24,18463000.0,-50840000.0,,2013-07-31,,,,,7400000.0,139126000.0,,58947000.0,,,,50071000.0,,,,,,,,,,4239000.0,,,,,,,,,,ACHC,
1023,1023,49887300.0,138063000.0,18048000.0,499000.0,449177000.0,-868165000.0,-868165000.0,0.11,-8918000.0,-50840000.0,,2013-05-02,,,,,7400000.0,7860000.0,,58947000.0,,,,50071000.0,,,,,,,,,,4239000.0,,,,,,,,,,ACHC,
1024,1024,49887300.0,138063000.0,18048000.0,499000.0,449177000.0,-870004000.0,-24177000.0,0.53,4365000.0,-50840000.0,,2013-03-01,,,,,7400000.0,7860000.0,,39130000.0,,,,49887000.0,,,,,,,,,,4239000.0,,,,,,,,,,ACHC,
1051,1051,46606796.0,356126000.0,33926000.0,232000.0,716529000.0,1250886000.0,-14031000.0,0.35,13762000.0,,,2013-11-07,184384000.0,,,,9688000.0,197182000.0,36600000.0,,,,,,,,,,,,,80948000.0,,,,,,,,,,,,ACIW,
1052,1052,46606796.0,417915000.0,43691000.0,232000.0,1025305000.0,1533724000.0,-33904000.0,0.05,1881000.0,,,2013-08-09,194308000.0,,,,6129000.0,197182000.0,38400000.0,,,,,,,,,,,,,82573000.0,,,,,,,,,,,,ACIW,
1053,1053,46606796.0,422026000.0,40003000.0,232000.0,1031590000.0,1557316000.0,531248000.0,-0.05,-1822000.0,,,2013-05-07,139238000.0,,,,2673000.0,197182000.0,8800000.0,,,,,,,,,,,,,40891000.0,,,,,,,,,,,,ACIW,
1054,1054,46606796.0,356126000.0,33926000.0,232000.0,716529000.0,1250886000.0,534953000.0,1.26,49664000.0,,,2013-03-01,148560000.0,,,,13284000.0,197182000.0,161900000.0,,,,,,,,,,,,,53502000.0,,,,,,,,,,,,ACIW,
1091,1091,108293000.0,178603000.0,16075000.0,,54551000.0,227281000.0,172730000.0,-0.16,,7322000.0,74976000.0,2013-11-08,,,,,4900000.0,62317000.0,64290000.0,,,,46655000.0,,,110225000.0,,,,,,15427000.0,,,,,,,,,,,,ACLS,
1092,1092,108293000.0,167400000.0,16188000.0,,40640000.0,213770000.0,173130000.0,-0.16,,7322000.0,47638000.0,2013-08-02,,,,,4900000.0,42561000.0,64290000.0,,,,29678000.0,,,110225000.0,,,,,,10910000.0,,,,,,,,,,,,ACLS,
1093,1093,108293000.0,169942000.0,13793000.0,,40104000.0,215957000.0,175853000.0,-0.16,,7322000.0,22181000.0,2013-05-06,,,,,4900000.0,22430000.0,64290000.0,,,,12943000.0,,,110225000.0,,,,,,5602000.0,,,,,,,,,,,,ACLS,
1094,1094,108293000.0,212033000.0,10166000.0,,36082000.0,269245000.0,205567000.0,-0.17,,7322000.0,123593000.0,2013-03-01,,,,,3300000.0,89109000.0,64290000.0,,,,480000.0,,,108293000.0,,,,,,21621000.0,,,,,,,,,,,,ACLS,
1124,1124,107041003.0,3147293000.0,761211000.0,1070000.0,3440080000.0,5664568000.0,2169464000.0,2.35,275800000.0,239243000.0,,2013-11-13,,,,,70700000.0,,,,,,140200000.0,,,,,,,,,7570672000.0,84300000.0,,,,,68000000.0,,,,,,ACM,
1125,1125,97617749.0,3147293000.0,711220000.0,976000.0,3497503000.0,5664568000.0,2169464000.0,0.71,166338000.0,167935000.0,,2013-08-07,,,,,70700000.0,,,,,,-7700000.0,,,,,,,,,5764633000.0,162600000.0,,,,,68000000.0,,,,,,ACM,
1126,1126,107041003.0,3147293000.0,761211000.0,1070000.0,3440080000.0,5664568000.0,2169464000.0,0.85,96925000.0,98080000.0,,2013-05-08,,,,,70700000.0,,,,,,166463000.0,,,,,,,,,3873668000.0,162600000.0,,,,,68000000.0,,,,,,ACM,
1127,1127,107041003.0,598800000.0,761211000.0,1070000.0,3440080000.0,5664568000.0,2000000000.0,0.85,47931000.0,38978000.0,,2013-02-06,,,,,70700000.0,,,,,,5500000.0,,,,,,,,,1939154000.0,162600000.0,,,,,68000000.0,,,,,,ACM,
1163,1163,6023320.0,,,15123000.0,948731000.0,1034530000.0,-728000.0,1.18,6668000.0,,,2013-11-01,817000.0,,,,1352000.0,,4736000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACNB,
1164,1164,6018135.0,,,15109000.0,948731000.0,1038856000.0,-728000.0,0.38,4364000.0,,,2013-08-01,817000.0,,,,1352000.0,,4736000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACNB,
1165,1165,6032730.0,,,15082000.0,933735000.0,1036039000.0,-728000.0,0.41,2418000.0,,,2013-05-09,817000.0,,,,1352000.0,,4736000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACNB,
1166,1166,6027968.0,,,15070000.0,948731000.0,103301000.0,-728000.0,0.37,2218000.0,,,2013-03-15,591000.0,,,,1401000.0,,4806000.0,,,,,,,,,,,,,,,,,,,,,,,,,ACNB,
1196,1196,40000.0,11844178000.0,982733000.0,17000.0,,16867049000.0,4960186000.0,1.09,698817000.0,,,2013-12-19,6619362000.0,,,,317992000.0,,7668036000.0,,,,,,,,,,,,,4853768000.0,167000.0,,,,,,,,,,,ACN,79.51
1197,1197,30312244.0,12587931000.0,961851000.0,17000.0,,16665415000.0,4145833000.0,1.25,671001000.0,,,2013-10-29,25906437000.0,,,,81888000.0,,7524994000.0,,,,,,,,,,,,,4737067000.0,167000.0,,,,,,,,,,,ACN,74.91
1198,1198,745749000.0,12587931000.0,922658000.0,17000.0,,16665415000.0,4145833000.0,1.25,1975228000.0,,,2013-06-28,19558528000.0,,,,81888000.0,,22869291000.0,,,,,,,,,,,,,14441568000.0,167000.0,,,,,,,,,,,ACN,71.96
1199,1199,40000.0,12587931000.0,883048000.0,17000.0,,16665415000.0,4145833000.0,1.7,643923000.0,,,2013-03-28,6328788000.0,,,,81888000.0,,7259828000.0,,,,,,,,,,,,,9681447000.0,13000.0,,,,,,,,,,,ACN,75.97
1234,1234,39804493.0,387803000.0,15907000.0,41000.0,,586647000.0,426391000.0,0.56,21985000.0,-18957000.0,47631000.0,2013-11-07,365089000.0,,,,,226220000.0,492660000.0,,,110000000.0,62517000.0,,,45680000.0,,,,,,,,,,,,,,,,,,ACOR,
1235,1235,39804493.0,333063000.0,21189000.0,40000.0,,565332000.0,385921000.0,0.31,12391000.0,-18957000.0,30418000.0,2013-08-08,365089000.0,,,,,132991000.0,492660000.0,,,110000000.0,62517000.0,,,45680000.0,,,,,,,,,,,,,,,,,,ACOR,
1236,1236,39804493.0,390875000.0,24077000.0,40000.0,,565423000.0,391639000.0,-0.03,7846000.0,-18957000.0,13484000.0,2013-05-10,365089000.0,,,,,74361000.0,492660000.0,,,110000000.0,62517000.0,,,45680000.0,,,,,,,,,,,,,,,,,,ACOR,
1237,1237,39328495.0,333063000.0,22503000.0,40000.0,,565332000.0,62000.0,0.32,12694000.0,-18957000.0,3100000.0,2013-02-28,365089000.0,,,,,280212000.0,492660000.0,,,110000000.0,59210000.0,,,45680000.0,,,,,,,,,,,,,,,,,,ACOR,
1273,1273,28476596.0,,,92000.0,222421000.0,387859000.0,284000.0,0.31,7631000.0,-163000.0,,2013-11-13,,,55014000.0,,9000.0,,3307000.0,,,,,,,,,,,11057000.0,,,,,,,,,67289000.0,,,,,ACRE,
1274,1274,27286769.0,,,272000.0,222421000.0,387859000.0,-9401000.0,0.31,333000.0,-163000.0,,2013-08-07,,,55014000.0,,9000.0,,3307000.0,,,,,,,,,,,11057000.0,,,,,,,,,67289000.0,,,,,ACRE,
1275,1275,9267162.0,,,92000.0,280369000.0,443953000.0,-5844000.0,0.31,327000.0,-163000.0,,2013-05-15,,,55014000.0,,9000.0,,3307000.0,,,,,,,,,,,11057000.0,,,,,,,,,67289000.0,,,,,ACRE,
1276,1276,9267162.0,,,92000.0,1150000.0,7587000.0,92000.0,0.31,1081000.0,-163000.0,,2013-04-01,,,55014000.0,,9000.0,,3307000.0,,,,,,,,,,,11057000.0,,,,,,,,,67289000.0,,,,,ACRE,
1306,1306,37055027.0,61766000.0,2235000.0,37000.0,30673000.0,64520000.0,33847000.0,0.41,-10986000.0,,1770000.0,2013-11-05,26288000.0,,,,600000.0,8858000.0,27607000.0,,,2630000.0,,,,43050580.0,,,,,,,,,,,,,3000000.0,,,,,ACRX,
1307,1307,37055027.0,61766000.0,2235000.0,37000.0,30673000.0,64520000.0,33847000.0,0.41,-17447000.0,,1770000.0,2013-08-12,26288000.0,,,,600000.0,8178000.0,27607000.0,,,2630000.0,,,,43050580.0,,,,,,,,,,,,,3000000.0,,,,,ACRX,
1308,1308,37055027.0,61766000.0,2235000.0,37000.0,30673000.0,64520000.0,33847000.0,0.41,-7065000.0,,1770000.0,2013-05-08,26288000.0,,,,600000.0,6875000.0,27607000.0,,,2630000.0,,,,43050580.0,,,,,,,,,,,,,3000000.0,,,,,ACRX,
1309,1309,37055027.0,61766000.0,2235000.0,37000.0,30673000.0,64520000.0,1000.0,0.41,-10522000.0,,1770000.0,2013-03-12,26288000.0,,,,600000.0,32107000.0,1675000.0,,,2630000.0,,,,37055027.0,,,,,,,,,,,,,3000000.0,,,,,ACRX,
1343,1343,49160844.0,324563000.0,642000.0,50000.0,50239000.0,657716000.0,611502000.0,1.02,-6619000.0,-15486000.0,,2013-11-07,,,,,105000.0,9543000.0,15065000.0,,,,2912000.0,,,50132871.0,,,,12392000.0,,,,,,,,,,,,,,ACTG,
1344,1344,49160844.0,345361000.0,642000.0,50000.0,61688000.0,680592000.0,611502000.0,1.22,56249000.0,56034000.0,,2013-08-07,,,,,105000.0,9543000.0,15065000.0,,,,2912000.0,,,50132871.0,,,,12392000.0,,,,,,,,,,,,,,ACTG,
1345,1345,49160844.0,377900000.0,642000.0,49000.0,50239000.0,714532000.0,623448000.0,0.11,5113000.0,5113000.0,,2013-05-08,,,,,105000.0,9543000.0,15065000.0,,,,2912000.0,,,50132871.0,,,,12392000.0,,,,,,,,,,,,,,ACTG,
1346,1346,49160844.0,324563000.0,354000.0,49000.0,50239000.0,352877000.0,319949000.0,0.05,10803000.0,1839000.0,,2013-02-28,,,,,105000.0,9543000.0,15065000.0,,,,2912000.0,,,50132871.0,,,,12392000.0,,,,,,,,,,,,,,ACTG,
1377,1377,45867000.0,27991000.0,994000.0,459000.0,1424000.0,29054000.0,-5000.0,-0.14,-3417000.0,,71000.0,2013-11-04,6682000.0,,,,17000.0,3516000.0,35000.0,,194000.0,287000.0,,,,48322000.0,,500000.0,,,,,,,,,,,,,,,,ACUR,
1378,1378,46496.0,27991000.0,994000.0,459000.0,1424000.0,29054000.0,-119000.0,-0.1,-3417000.0,,61000.0,2013-08-01,4533000.0,,,,17000.0,3516000.0,35000.0,,194000.0,287000.0,,,,46496000.0,,500000.0,,,,,,,,,,,,,,,,ACUR,
1379,1379,46376.0,24218000.0,1349000.0,464000.0,2180000.0,25245000.0,12000.0,-0.09,-3417000.0,,37000.0,2013-05-02,4248000.0,,,,17000.0,3516000.0,4000.0,,18000.0,37000.0,,,,46376.0,,500000.0,,,,,,,,,,,,,,,,ACUR,
1380,1380,45867000.0,27991000.0,994000.0,459000.0,1424000.0,29054000.0,-40000.0,-0.2,-9668000.0,,37000.0,2013-03-04,9739000.0,,,,17000.0,3057000.0,4000.0,,18000.0,37000.0,,,,45867000.0,,500000.0,,,,,,,,,,,,,,,,ACUR,
1412,1412,4557874.0,60461000.0,5016000.0,11395000.0,36286000.0,70738000.0,34452000.0,0.3,959000.0,,14195000.0,2013-11-08,,,,,623000.0,,16901000.0,449000.0,,,7940000.0,,,,,,,,,,,,,,,,,,,,,ACU,
1413,1413,4541849.0,65443000.0,9092000.0,11353000.0,41526000.0,74736000.0,33210000.0,0.7,2210000.0,,18331000.0,2013-08-13,,,,,421000.0,,16901000.0,289000.0,,,10081000.0,,,,,,,,,,,,,,,,,,,,,ACU,
1414,1414,4507274.0,56212000.0,4842000.0,11268000.0,34592000.0,65494000.0,30902000.0,0.08,260000.0,,10934000.0,2013-05-10,,,,,209000.0,,16901000.0,287000.0,,,5944000.0,,,,,,,,,,,,,,,,,,,,,ACU,
1415,1415,4454024.0,46522364.0,4935495.0,11134303.0,27446809.0,55221736.0,27082118.0,0.14,3549231.0,,12979000.0,2013-03-08,,,,,795452.0,,16901000.0,288313.0,,,26324920.0,,,,,,,,,,,,,,,,,,,,,ACU,
1446,1446,1606557.0,,,1600.0,106547300.0,152426500.0,45879200.0,0.72,1112900.0,,,2013-11-08,,,18623600.0,,1546300.0,5321400.0,20720500.0,,3196200.0,752400.0,,,,1416699.0,,,,,,,,,,,,,,1091600.0,,,,ACY,
1447,1447,1606557.0,,,1600.0,106547300.0,152426500.0,45879200.0,0.58,960500.0,,,2013-08-07,,,18623600.0,,1492700.0,6056000.0,20720500.0,,3196200.0,752400.0,,,,1416699.0,,,,,,,,,,,,,,1072400.0,,,,ACY,
1448,1448,1606557.0,,,1600.0,106547300.0,152426500.0,45879200.0,0.86,1325000.0,,,2013-05-14,,,18623600.0,,1486800.0,4766500.0,20720500.0,,3196200.0,752400.0,,,,1416699.0,,,,,,,,,,,,,,986700.0,,,,ACY,
1449,1449,1606557.0,,,1600.0,90135800.0,130826000.0,-504100.0,-0.94,1325000.0,,,2013-03-14,,,18623600.0,,5598900.0,26485300.0,20720500.0,,2936100.0,558200.0,,,,1416699.0,,,,,,,,,,,,,,3715400.0,,,,ACY,
1475,1475,600834000.0,3886124000.0,71070000.0,61000.0,3399397000.0,10234156000.0,6834759000.0,0.41,610442000.0,,111351000.0,2013-10-03,,,,,,2019019000.0,636723000.0,,,,51074000.0,109294000.0,,,,,,,,126927000.0,599800000.0,,,,,,,,,,,ADBE,50.88
1476,1476,600834000.0,4557657000.0,53685000.0,61000.0,3353067000.0,10280369000.0,6927302000.0,0.83,141663000.0,,26805000.0,2013-06-28,,,,,,1516924000.0,1358398000.0,,,,99581000.0,109294000.0,,,,,,,,84071000.0,599800000.0,,,,,,,,,,,ADBE,45.56
1477,1477,600834000.0,4331360000.0,49759000.0,61000.0,3360373000.0,10165711000.0,6805338000.0,0.37,185209000.0,,25668000.0,2013-03-28,,,,,,647976000.0,51773000.0,,,,51937000.0,109294000.0,,,,,,,,33817000.0,599800000.0,,,,,,,,,,,ADBE,43.515
1478,1478,600834000.0,3771451000.0,49759000.0,61000.0,3208070000.0,9974523000.0,61000.0,0.37,201357000.0,,125640000.0,2013-01-22,,,,,,2403424000.0,1153428000.0,,,,936955000.0,-98937000.0,,,,,,,,143017000.0,599800000.0,,,,,,,,,,,ADBE,
1528,1528,11436044.0,,,1144.0,172127698.0,370092832.0,195309286.0,1.22,13442743.0,5622000.0,,2013-11-01,11583404.0,,160906147.0,,4323297.0,,26212096.0,134740784.0,2160055.0,4000000.0,,2587500.0,,13240404.0,,,,570094.0,,,,,,,,2400000.0,,,,,,ADC,
1529,1529,11436044.0,,,1144.0,172127698.0,370092832.0,195309286.0,0.87,9536031.0,5622000.0,,2013-08-02,7870844.0,,43530005.0,,2913540.0,,17019160.0,134740784.0,2160055.0,4000000.0,,2587500.0,,13237404.0,,,,570094.0,,,,,,,,2400000.0,,,,,,ADC,
1530,1530,13241844.0,,,1324.0,136890519.0,380207630.0,240655740.0,0.42,5250779.0,5622000.0,,2013-05-03,4368607.0,,9000000.0,,1611451.0,,10247697.0,135504709.0,1718266.0,1814938.0,,2587500.0,,13241844.0,,,,570094.0,,,,,,,,2400000.0,,,,,,ADC,
1531,1531,11436044.0,,,1144.0,172127698.0,370092832.0,195309286.0,1.63,18049444.0,18049444.0,,2013-03-11,15731286.0,,62854057.0,,5792281.0,,35789715.0,134740784.0,2160055.0,1930783.0,,2587500.0,,11436044.0,,,,18297459.0,,,,,,,,2400000.0,,,,,,ADC,
1558,1558,10028269.0,25291000.0,6615000.0,10000.0,55886000.0,75749000.0,-16041000.0,-0.77,-7666000.0,11269000.0,,2013-11-12,,2400000.0,,,1100000.0,18360000.0,1153000.0,,,16365000.0,15383000.0,,,21853263.0,,,,,,2203000.0,,,,,100000.0,,,,,,,ADES,
1559,1559,10028269.0,25291000.0,6615000.0,63724000.0,55886000.0,75749000.0,-16041000.0,-0.77,-3718000.0,5007000.0,,2013-08-09,,2400000.0,,,1100000.0,11066000.0,477000.0,,,16365000.0,11426000.0,,,21853263.0,,,,,,2203000.0,,,,,100000.0,,,,,,,ADES,
1583,1583,311045084.0,4696185000.0,117034000.0,51842000.0,,5620347000.0,-80546000.0,0.65,867394000.0,164472000.0,233263000.0,2013-11-26,,35413000.0,,,116873000.0,226720000.0,,,,,422195000.0,298653000.0,,,,,,,,,1995398000.0,,,,,,,,,,,ADI,49.92
1584,1584,310692734.0,5244490000.0,113350000.0,51783000.0,,6138626000.0,4643236000.0,1.58,169768000.0,164472000.0,239110000.0,2013-08-20,,35413000.0,,,82221000.0,688950000.0,,,,,435062000.0,298653000.0,,,,,,,,,1995398000.0,,,,,,,,,,,ADI,47.85
1585,1585,308165416.0,4963212000.0,118261000.0,51362000.0,,5841036000.0,4460590000.0,1.01,162899000.0,164472000.0,237055000.0,2013-05-21,,35413000.0,,,55233000.0,453547000.0,,,,,422195000.0,298653000.0,,,,,,,,,1995398000.0,,,,,,,,,,,ADI,46.56
1586,1586,305984586.0,4813935000.0,117034000.0,50233000.0,,5620347000.0,4323797000.0,0.47,131222000.0,164472000.0,231850000.0,2013-02-19,,35413000.0,,,28243000.0,236795000.0,,,,,409390000.0,298653000.0,,,,,,,,,1995398000.0,,,,,,,,,,,ADI,47.01
1625,1625,5871002.0,7143625.0,1482643.0,587.0,9437622.0,8701866.0,-47935366.0,,-3245747.0,-9865117.0,485761.0,2013-11-12,,12535672.0,14568285.0,,600000.0,3609158.0,743270.0,,,,257509.0,5871002.0,,,,,,,,,,,,,,-161951.0,,,,,,ADMA,
1626,1626,5871002.0,9172513.0,1158826.0,587.0,8962133.0,10690103.0,-45246419.0,,-1206715.0,-9865117.0,485761.0,2013-08-12,,7653479.0,14568285.0,,600000.0,1436636.0,743270.0,,,1624444.0,257509.0,5871002.0,,,,,,,,,,,,,,-161951.0,,,,,,ADMA,
1627,1627,5871002.0,12305553.0,1379011.0,587.0,7416664.0,13817307.0,-40350975.0,,-3241647.0,-9865117.0,485761.0,2013-05-14,,7653479.0,14568285.0,,600000.0,1215702.0,743270.0,,,1624444.0,257509.0,5871002.0,,,,,,,,,,,,,,-161951.0,,,,,,ADMA,
1628,1628,4622831.0,13948138.0,1058671.0,462.0,6131673.0,15555419.0,-23904555.0,,-5903460.0,-9865117.0,207570.0,2013-03-06,,7653479.0,200000.0,,600000.0,5176428.0,743270.0,,,1624444.0,553472.0,351535.0,,,,,,,,,,,,,,-161951.0,,,,,,ADMA,
1659,1659,109656180.0,350929.0,2431919.0,10966.0,11666230.0,350929.0,-4327938.0,-1.23,-3583872.0,-26196025.0,1346030.0,2013-11-13,,10089.0,,142.0,4855.0,,3832935.0,460000.0,1155166.0,,1532503.0,-307540.0,,-307540.0,,,,,,,,,,,,,,,,,,ADMP,
1660,1660,109656181.0,4111298.0,2078418.0,11008.0,11666230.0,4111298.0,-4975388.0,-1.23,-2726397.0,-26196025.0,1346030.0,2013-08-19,,720042.0,,142.0,4855.0,,3832935.0,460000.0,1155166.0,,1532503.0,-307540.0,,-307540.0,,,,,,,,,,,,,,,,,,ADMP,
1661,1661,109656180.0,350929.0,2431919.0,10966.0,11666230.0,350929.0,-4327938.0,-1.23,-7194792.0,-26196025.0,1346030.0,2013-07-03,,1238898.0,,142.0,4855.0,,3832935.0,460000.0,1155166.0,,1532503.0,800640.0,,-5228188.0,,,,,,,,,,,,,,,,,,ADMP,
1662,1662,108742796.0,790816.0,1941588.0,10874.0,11666230.0,920816.0,-3243964.0,-1.23,-991274.0,-26196025.0,1346030.0,2013-02-19,,1602.0,,142.0,4855.0,,3832935.0,460000.0,1155166.0,,1532503.0,800640.0,,-5228188.0,,,,,,,,,,,,,,,,,,ADMP,
1713,1713,,29762000000.0,4787000000.0,6108000000.0,,45136000000.0,,0.72,865000000.0,-2000000.0,110000000.0,2013-11-01,,,,,40000000.0,,-2386000000.0,378000000.0,,,806000000.0,659000000.0,,,,,,,,,,,,,,,,,,,,ADM,40.9
1714,1714,,29762000000.0,4787000000.0,6134000000.0,,45136000000.0,,0.72,683000000.0,-2000000.0,-1000000.0,2013-08-07,,,,,40000000.0,,-2265000000.0,402000000.0,,,813000000.0,659000000.0,,,,,,,,,,,,,,,,,,,,ADM,37.76
1715,1715,,27865000000.0,3474000000.0,6175000000.0,,43226000000.0,,0.72,269000000.0,2000000.0,2000000.0,2013-05-07,,,,,40000000.0,,1000000.0,389000000.0,,,756000000.0,659000000.0,,,,,,,,,,,,,,,,,,,,ADM,34.34
1750,1750,638700000.0,21035800000.0,148900000.0,63900000.0,23288500000.0,29481300000.0,6192800000.0,0.63,305300000.0,,,2013-11-01,8931000000.0,,11600000.0,,,2364900000.0,472800000.0,,,,1366100000.0,,,,,,2477000000.0,,,1724400000.0,2800000.0,,,,,,,,,,,ADP,75.31
1751,1751,638700000.0,26201000000.0,157300000.0,63900000.0,26078200000.0,30817400000.0,6189900000.0,2.54,305300000.0,,,2013-08-19,8931000000.0,,11600000.0,,,8678900000.0,2747800000.0,,,,1057000000.0,,,,,,2477000000.0,,,1582000000.0,2800000.0,,,,,,,,,,,ADP,71.9
1752,1752,638700000.0,25272600000.0,149700000.0,63900000.0,33605200000.0,40166300000.0,6561100000.0,2.32,1178800000.0,,,2013-05-03,8931000000.0,,11600000.0,,,2239300000.0,1400000.0,,,,1057000000.0,,,,,,2477000000.0,,,1745900000.0,2800000.0,,,,,,,,,,,ADP,69.23
1753,1753,638700000.0,25272600000.0,167400000.0,63900000.0,24703400000.0,33330000000.0,6114000000.0,1.44,696100000.0,,,2013-02-06,8931000000.0,,11600000.0,,,2252000000.0,1200000.0,,,,1057000000.0,,,,,,2477000000.0,,,1513700000.0,2800000.0,,,,,,,,,,,ADP,
1788,1788,,2517900000.0,75300000.0,,,4308400000.0,2161900000.0,0.78,57600000.0,,,2013-12-06,,,,,45600000.0,455700000.0,,,495100000.0,,151000000.0,,,,,,,,,,,,,,,,,,464600000.0,,,ADSK,46.419
1789,1789,,2552400000.0,74400000.0,,,4308400000.0,2043200000.0,0.28,61700000.0,,,2013-09-03,,,,,45600000.0,416000000.0,,,495100000.0,,264400000.0,,,,,,,,,,,,,,,,,,464600000.0,,,ADSK,37.13
1790,1790,,2552400000.0,86100000.0,,,4308400000.0,2043200000.0,0.25,55600000.0,,,2013-06-05,,,,,45600000.0,435800000.0,,,495100000.0,,213600000.0,,,,,,,,,,,,,,,,,,464600000.0,,,ADSK,36.12
1791,1791,,1895900000.0,89300000.0,,,3227800000.0,342700000.0,0.35,69300000.0,,,2013-03-18,,,,,45600000.0,1767800000.0,,,495100000.0,,544900000.0,,,,,,,,,,,,,,,,,,531100000.0,,,ADSK,40.03
1823,1823,95418000.0,9110360000.0,258254000.0,954000.0,11253244000.0,11964663000.0,711419000.0,7.69,,135747000.0,,2013-11-05,2328803000.0,,,,97700000.0,,3177976000.0,,,819272000.0,,98302000.0,,,,,,,,,803269000.0,,,,,,,,,,,ADS,240.03
1824,1824,95376000.0,9132143000.0,241437000.0,954000.0,11286464000.0,11867312000.0,580848000.0,2.37,,135747000.0,,2013-08-05,758912000.0,,,,97700000.0,,-3761000.0,,,792573000.0,,98302000.0,,,,,,,,,1131374000.0,,,,,,,,,,,ADS,205.04
1825,1825,94963000.0,9087826000.0,258278000.0,953000.0,11321985000.0,11926511000.0,604526000.0,2.59,,135747000.0,,2013-05-06,762212000.0,,,,97700000.0,,-2731000.0,,,1183464000.0,,98302000.0,,,,,,,,,823889000.0,,,,,,,,,,,ADS,172.66
1826,1826,94141000.0,6606967000.0,149812000.0,941000.0,2830671000.0,3006637000.0,175966000.0,1.69,,135747000.0,,2013-02-28,528528000.0,,,,97700000.0,,740436000.0,,,1249061000.0,,94963000.0,,,,,,,,,19813000.0,,,,,,,,,,,ADS,158.69
1859,1859,79652000.0,446171000.0,42173000.0,797000.0,193975000.0,886381000.0,692406000.0,0.28,960000.0,,64073000.0,2013-11-01,,,,,12100000.0,,,4263000.0,,36848000.0,63066000.0,79652000.0,,,,,,,,12337000.0,300000.0,,,,,,,,,,,ADTN,
1860,1860,79652000.0,446171000.0,42173000.0,797000.0,193975000.0,886381000.0,692406000.0,0.17,9859000.0,,64073000.0,2013-07-31,,,,,12100000.0,,,4263000.0,,36848000.0,57913000.0,79652000.0,,,,,,,,12337000.0,300000.0,,,,,,,,,,,ADTN,
